YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M
2017,350,14.37,23.11,7.13,15.98,0.0,44.52,1.66,3.04,77.09,5.54
2017,351,13.6,22.17,6.13,16.04,0.0,61.47,2.28,4.15,77.1,7.26
2017,352,13.06,22.32,5.75,16.57,0.24,68.6,2.5,4.0,77.14,7.72
2017,353,12.0,21.52,5.18,16.34,0.71,72.75,3.15,4.7,77.13,7.76
2017,354,11.32,21.68,4.69,16.99,0.5,60.86,2.87,4.74,77.23,6.04
2017,355,10.72,21.84,2.31,19.53,0.0,45.65,2.57,4.3,77.23,4.18
2017,356,10.44,22.25,1.17,21.08,0.0,49.84,2.27,3.46,77.12,4.37
2017,357,10.59,22.3,1.45,20.85,0.0,45.0,2.3,3.64,77.06,4.09
2017,358,11.96,23.28,3.22,20.06,0.0,46.14,1.64,2.53,77.03,4.57
2017,359,13.73,23.84,5.77,18.07,0.0,42.05,1.31,2.25,77.07,4.95
2017,360,13.76,23.39,6.09,17.3,0.0,47.47,1.99,3.06,77.05,5.61
2017,361,12.9,23.06,4.64,18.42,0.0,46.5,2.29,3.72,76.99,5.03
2017,362,12.93,23.46,4.98,18.48,0.0,40.34,2.09,3.28,77.05,4.35
2017,363,13.31,23.63,5.32,18.31,0.0,42.23,1.97,2.87,77.11,4.71
2017,364,13.92,24.37,6.0,18.37,0.0,41.68,1.8,2.67,77.07,4.84
2017,365,14.56,24.24,7.32,16.92,0.0,42.34,1.05,1.32,77.03,5.2
2018,1,15.44,24.68,8.82,15.86,0.0,39.9,0.92,1.99,76.92,5.31
2018,2,13.72,23.0,6.04,16.96,0.0,41.36,2.03,4.2,76.87,4.81
2018,3,14.84,23.86,8.27,15.59,0.03,52.24,1.21,1.89,76.94,6.68
2018,4,15.94,23.99,9.44,14.55,0.13,57.27,0.79,1.35,76.98,7.84
2018,5,15.54,23.45,9.53,13.92,0.07,57.11,1.35,2.97,76.93,7.69
2018,6,15.02,22.89,8.02,14.87,0.0,58.59,1.56,2.66,76.92,7.66
2018,7,15.76,23.39,9.48,13.91,0.0,61.93,1.79,2.85,76.97,8.45
2018,8,15.28,21.98,9.64,12.34,0.0,64.74,1.94,2.8,77.03,8.69
2018,9,15.03,21.0,9.12,11.88,0.0,68.13,1.59,3.24,77.08,9.07
2018,10,14.02,19.19,10.56,8.63,0.0,72.43,1.74,2.32,77.11,9.15
2018,11,14.62,22.59,8.98,13.61,0.29,69.68,2.16,3.45,77.07,8.79
2018,12,14.27,24.92,6.82,18.1,0.23,61.69,2.19,4.74,77.05,7.18
2018,13,13.03,24.84,4.68,20.16,0.0,37.49,2.13,4.04,76.99,3.61
2018,14,13.16,25.39,4.85,20.54,0.0,28.42,1.79,3.1,76.95,2.81
2018,15,13.47,24.2,6.24,17.96,0.0,27.07,1.68,2.71,77.04,3.0
2018,16,13.71,24.64,5.03,19.61,0.0,31.16,1.88,2.83,77.04,3.46
2018,17,14.35,23.97,6.62,17.35,0.0,35.58,1.86,3.08,76.95,4.26
2018,18,15.36,23.97,8.11,15.86,0.0,36.66,1.85,3.25,76.92,4.85
2018,19,15.26,23.74,7.71,16.03,0.01,43.62,2.02,3.83,76.94,5.77
2018,20,14.79,23.09,7.56,15.53,0.21,61.53,2.76,4.95,77.05,7.86
2018,21,14.82,23.74,7.63,16.11,0.01,63.85,3.0,4.87,77.08,7.88
2018,22,15.66,25.32,7.0,18.32,0.0,54.65,2.11,3.5,77.02,7.03
2018,23,16.26,25.76,8.37,17.39,0.0,48.25,2.39,4.22,76.92,6.52
2018,24,14.89,25.03,6.06,18.97,0.0,46.9,2.45,3.82,76.9,5.62
2018,25,15.57,25.33,8.07,17.26,0.0,45.49,1.58,2.41,76.93,5.72
2018,26,16.54,26.08,9.33,16.75,0.0,44.6,1.95,3.35,76.98,6.13
2018,27,15.77,25.72,7.34,18.38,0.0,51.75,2.71,4.32,76.96,6.66
2018,28,15.83,25.38,7.17,18.21,0.0,59.86,2.37,3.63,76.94,7.77
2018,29,16.11,25.12,8.74,16.38,0.0,63.72,2.23,3.48,76.94,8.6
2018,30,16.7,25.65,8.78,16.87,0.0,62.89,2.05,3.21,76.97,8.82
2018,31,16.16,24.94,8.56,16.38,0.11,51.46,2.36,3.94,76.99,6.91
2018,32,15.32,24.76,7.08,17.68,0.01,51.71,2.73,4.42,77.01,6.56
2018,33,16.41,26.52,7.26,19.26,0.0,52.84,2.38,3.85,76.99,6.97
2018,34,16.67,25.69,8.23,17.46,1.22,55.05,2.24,4.46,76.99,7.67
2018,35,15.2,22.51,9.3,13.21,4.34,69.23,2.58,3.78,77.02,9.15
2018,36,14.74,24.47,8.12,16.35,0.41,60.44,3.11,4.56,77.02,7.4
2018,37,13.67,24.78,4.68,20.1,0.0,44.43,2.95,4.78,77.08,4.91
2018,38,14.14,26.6,4.71,21.89,0.0,32.68,2.56,5.16,77.01,3.48
2018,39,14.41,27.43,4.19,23.24,0.0,27.03,2.49,4.86,76.94,2.91
2018,40,16.24,28.2,6.78,21.42,0.0,24.38,1.6,2.69,76.9,3.13
2018,41,16.34,26.93,7.41,19.52,0.0,30.69,2.58,4.73,76.88,4.16
2018,42,16.52,25.23,8.32,16.91,0.01,42.93,2.73,4.29,77.01,6.13
2018,43,17.61,27.06,9.03,18.03,0.85,51.05,2.9,4.95,77.11,7.65
2018,44,17.57,27.03,9.96,17.07,1.88,56.74,2.8,4.98,77.18,8.26
2018,45,17.08,26.51,9.4,17.11,0.0,52.97,3.04,5.09,77.14,7.51
2018,46,16.21,25.44,8.35,17.09,0.12,50.49,3.22,5.17,77.13,6.82
2018,47,16.48,25.78,8.72,17.06,0.04,49.77,3.0,5.03,77.12,6.86
2018,48,17.71,26.81,9.55,17.26,0.18,47.14,1.8,2.85,77.05,7.1
2018,49,17.6,25.49,9.87,15.62,2.76,54.66,1.92,3.57,76.99,8.36
2018,50,17.1,25.13,9.68,15.45,4.43,61.51,2.48,4.24,76.92,9.09
2018,51,16.68,23.8,10.59,13.21,4.81,71.09,2.25,3.94,76.88,10.53
2018,52,16.99,22.5,13.04,9.46,5.83,74.39,2.03,3.79,76.83,11.28
2018,53,16.6,22.81,12.22,10.59,4.41,75.64,1.93,3.26,76.82,11.27
2018,54,16.89,23.57,11.46,12.11,0.37,67.92,2.71,5.02,76.83,10.16
2018,55,17.73,26.73,9.32,17.41,3.42,57.26,2.28,4.26,76.87,8.97
2018,56,17.53,23.67,13.41,10.26,5.51,72.03,1.53,2.35,76.96,11.2
2018,57,17.62,24.09,12.94,11.15,1.33,71.09,2.09,4.03,76.95,11.08
2018,58,16.72,22.45,12.08,10.37,2.12,71.18,0.99,1.69,76.93,10.64
2018,59,16.88,22.83,12.87,9.96,1.21,69.71,0.79,1.61,76.9,10.48
2018,60,18.43,26.47,11.74,14.73,0.26,55.65,0.72,1.21,76.82,8.84
2018,61,17.52,25.96,10.1,15.86,0.14,64.54,1.7,3.42,76.82,9.61
2018,62,16.58,23.62,11.01,12.61,1.15,72.32,2.42,3.13,76.86,10.48
2018,63,16.34,22.92,11.13,11.79,1.04,73.75,1.22,1.81,76.88,10.58
2018,64,17.44,25.52,11.27,14.25,0.2,68.17,1.66,3.19,76.95,10.08
2018,65,16.42,22.54,12.18,10.36,0.3,73.58,2.35,3.25,77.04,10.63
2018,66,16.01,22.27,11.73,10.54,1.32,67.61,2.5,4.0,77.1,9.51
2018,67,16.1,26.08,8.48,17.6,0.01,52.1,2.52,4.55,77.06,6.72
2018,68,16.36,26.91,8.36,18.55,0.0,42.81,1.86,3.28,77.0,5.67
2018,69,17.73,27.69,9.91,17.78,0.0,33.22,1.36,2.26,76.92,5.04
2018,70,19.07,27.9,12.03,15.87,0.0,32.24,1.52,2.9,76.92,5.42
2018,71,19.54,28.36,12.29,16.07,0.01,34.14,1.21,2.11,76.97,5.92
2018,72,18.87,26.66,11.36,15.3,0.23,47.27,2.29,3.88,77.01,7.84
2018,73,18.07,25.44,12.95,12.49,2.47,61.78,1.7,2.54,76.94,9.91
2018,74,17.07,22.58,12.39,10.19,0.82,72.45,1.74,2.83,76.94,10.96
2018,75,17.67,25.59,11.21,14.38,1.15,70.05,1.59,3.39,76.89,10.61
2018,76,18.17,26.7,11.26,15.44,0.05,63.94,1.66,3.68,76.84,9.69
2018,77,17.4,25.13,10.2,14.93,0.0,63.8,2.31,3.47,76.83,9.51
2018,78,17.03,23.72,11.59,12.13,0.03,66.92,2.65,4.14,76.99,9.92
2018,79,17.58,24.13,12.67,11.46,0.02,61.81,3.36,4.87,77.07,9.64
2018,80,18.12,25.9,11.1,14.8,0.0,47.34,2.8,4.81,77.1,7.47
2018,81,18.88,27.99,10.32,17.67,0.27,39.31,2.08,3.41,77.03,6.38
2018,82,19.02,27.75,11.21,16.54,1.02,43.07,1.72,2.71,76.92,7.03
2018,83,19.09,28.33,10.64,17.69,0.08,42.91,2.76,4.05,76.91,7.12
2018,84,18.51,27.77,11.07,16.7,0.0,38.4,3.38,4.85,77.0,6.14
2018,85,17.73,28.07,9.86,18.21,0.0,34.73,3.4,5.0,77.06,5.08
2018,86,16.93,27.49,7.86,19.63,0.0,31.29,3.22,4.79,77.01,4.25
2018,87,17.37,26.5,8.03,18.47,0.0,41.03,3.31,4.95,76.98,6.19
2018,88,17.86,24.96,11.37,13.59,1.6,52.56,3.08,5.08,77.07,8.35
2018,89,18.0,25.99,10.8,15.19,0.28,50.17,3.35,5.85,77.02,7.73
2018,90,16.86,24.45,9.98,14.47,3.22,57.63,2.99,4.89,76.97,8.59
2018,91,15.9,22.22,11.03,11.19,4.37,68.01,2.39,4.33,76.91,9.57
2018,92,16.63,23.46,10.97,12.49,2.71,71.15,2.36,4.45,76.86,10.34
2018,93,16.89,22.83,13.0,9.83,4.22,70.23,2.5,4.52,76.86,10.51
2018,94,17.94,25.97,11.85,14.12,6.02,66.54,1.89,2.8,76.84,10.34
2018,95,15.95,20.13,12.12,8.01,4.74,77.13,1.17,2.99,76.8,11.12
2018,96,17.26,23.7,12.94,10.76,6.28,72.65,0.87,1.94,76.76,11.11
2018,97,17.08,22.65,13.2,9.45,2.37,72.95,0.98,2.42,76.9,11.09
2018,98,16.58,21.02,13.25,7.77,3.84,75.24,1.42,3.68,76.95,11.25
2018,99,18.16,26.72,10.95,15.77,3.73,65.86,1.71,2.82,76.93,10.15
2018,100,17.27,22.21,13.76,8.45,7.83,73.98,1.22,2.19,76.87,11.49
2018,101,16.73,22.19,13.51,8.68,5.16,74.21,1.51,2.86,76.87,11.07
2018,102,18.07,25.41,12.12,13.29,0.9,68.54,0.77,1.87,76.91,10.67
2018,103,17.18,23.94,12.24,11.7,0.58,73.18,1.43,2.68,76.96,11.04
2018,104,16.28,20.61,13.22,7.39,6.36,78.32,0.7,1.36,77.01,11.53
2018,105,17.22,23.47,12.91,10.56,0.68,72.35,1.33,3.04,76.97,10.94
2018,106,18.92,27.19,12.38,14.81,0.38,62.82,1.3,2.59,76.98,10.0
2018,107,17.72,25.51,11.19,14.32,0.75,65.64,1.99,3.54,77.05,9.91
2018,108,17.8,26.03,11.69,14.34,3.53,64.12,2.13,3.44,77.11,9.81
2018,109,16.67,22.65,12.94,9.71,13.56,72.41,2.27,4.42,77.1,10.76
2018,110,17.37,24.72,11.48,13.24,0.96,69.63,1.96,3.07,76.99,10.65
2018,111,15.93,19.27,12.95,6.32,11.64,83.54,1.56,3.4,76.98,12.2
2018,112,16.5,23.02,11.41,11.61,0.66,77.03,2.27,4.12,77.01,11.23
2018,113,17.33,24.51,11.36,13.15,1.46,74.68,2.2,3.87,77.01,11.43
2018,114,16.99,23.74,12.33,11.41,3.27,77.84,2.44,3.98,77.03,11.73
2018,115,17.58,25.06,11.7,13.36,4.87,74.15,1.84,3.39,77.01,11.46
2018,116,17.04,22.09,12.58,9.51,3.9,79.36,0.83,1.09,76.97,12.17
2018,117,16.39,19.55,14.64,4.91,11.07,76.72,0.76,1.39,77.03,11.46
2018,118,17.48,23.71,12.86,10.85,1.1,74.64,1.69,3.55,77.07,11.66
2018,119,17.09,22.89,12.6,10.29,3.04,78.25,1.38,2.34,77.06,11.94
2018,120,17.27,23.1,11.98,11.12,6.12,75.45,1.04,1.63,77.03,11.64
2018,121,16.4,19.75,12.71,7.04,6.87,79.96,0.73,1.84,77.08,11.92
2018,122,17.8,25.57,11.49,14.08,0.83,63.35,1.73,2.94,77.07,9.76
2018,123,18.01,25.64,11.26,14.38,0.69,67.93,2.38,3.78,76.98,10.67
2018,124,18.32,26.44,11.11,15.33,0.19,65.3,2.7,4.33,76.98,10.27
2018,125,17.56,25.29,10.77,14.52,0.06,67.4,3.28,5.58,77.01,10.09
2018,126,17.25,25.15,10.12,15.03,0.34,71.25,2.7,4.3,77.07,10.6
2018,127,17.03,23.1,12.1,11.0,6.97,77.43,2.04,3.34,77.1,11.75
2018,128,17.75,25.22,12.2,13.02,3.18,70.43,2.32,3.75,76.95,10.96
2018,129,18.08,27.2,11.63,15.57,0.0,55.03,2.33,4.9,76.96,8.42
2018,130,17.69,26.28,10.69,15.59,0.0,57.58,3.11,5.74,77.04,8.73
2018,131,17.73,26.2,10.35,15.85,0.0,57.67,3.21,5.99,77.06,8.67
2018,132,18.05,26.51,10.87,15.64,0.0,55.6,3.5,6.36,77.0,8.61
2018,133,17.53,25.78,10.1,15.68,0.0,59.07,3.15,5.75,76.99,9.05
2018,134,16.95,24.32,10.63,13.69,0.23,67.54,3.54,7.06,76.97,10.0
2018,135,17.85,26.72,10.03,16.69,0.01,64.56,3.03,5.28,76.92,9.8
2018,136,18.72,26.11,13.14,12.97,1.35,66.89,1.47,2.25,76.88,10.99
2018,137,15.75,19.4,13.43,5.97,7.34,84.37,1.11,2.12,76.94,12.16
2018,138,17.93,24.97,12.47,12.5,3.02,74.04,1.37,2.65,76.9,11.75
2018,139,16.02,19.75,13.33,6.42,5.43,85.55,1.28,2.03,76.88,12.54
2018,140,17.29,25.05,10.51,14.54,0.76,69.77,1.95,3.47,76.86,10.41
2018,141,16.79,25.21,9.97,15.24,2.89,64.12,2.85,5.64,76.94,9.13
2018,142,16.39,24.11,10.08,14.03,3.41,67.6,2.84,4.67,77.07,9.55
2018,143,17.79,25.27,11.4,13.87,0.68,65.14,1.51,3.06,77.09,10.18
2018,144,18.2,25.08,13.83,11.25,3.65,65.31,1.5,3.28,77.0,10.5
2018,145,18.45,24.72,13.41,11.31,2.93,64.73,1.21,2.52,76.93,10.57
2018,146,18.76,25.72,14.09,11.63,2.44,64.04,1.59,3.13,76.93,10.64
2018,147,17.26,23.31,12.21,11.1,6.06,73.81,0.97,2.0,77.04,11.31
2018,148,18.42,25.2,12.24,12.96,1.16,66.17,0.94,1.84,77.04,10.83
2018,149,17.85,23.33,13.01,10.32,2.47,71.92,1.23,2.41,77.01,11.49
2018,150,17.34,21.95,14.19,7.76,4.13,76.95,1.34,2.37,77.04,12.07
2018,151,18.24,24.59,14.26,10.33,1.76,72.14,1.73,3.4,77.08,11.73
2018,152,17.88,23.53,13.74,9.79,2.68,74.34,0.46,0.79,77.08,11.97
2018,153,17.32,21.04,13.89,7.15,11.89,76.85,1.04,2.43,77.07,12.12
2018,154,17.95,24.36,13.38,10.98,5.64,73.71,1.16,2.0,77.0,11.91
2018,155,19.27,26.56,13.47,13.09,0.39,63.22,1.19,2.68,76.86,10.71
2018,156,18.21,24.74,12.44,12.3,0.98,70.83,0.99,1.98,76.89,11.39
2018,157,18.09,24.04,12.31,11.73,1.08,69.73,1.12,2.2,77.01,11.13
2018,158,16.82,21.91,11.85,10.06,6.71,75.18,0.88,1.53,77.05,11.34
2018,159,17.34,22.99,13.06,9.93,4.25,75.98,1.49,2.91,77.09,11.79
2018,160,16.95,22.05,13.88,8.17,9.94,80.33,1.8,3.19,77.07,12.35
2018,161,18.2,24.36,12.59,11.77,1.85,70.08,1.58,3.4,77.06,11.32
2018,162,17.78,24.56,11.82,12.74,9.01,72.3,1.74,4.04,77.14,11.38
2018,163,17.63,25.1,13.03,12.07,8.99,71.41,2.26,4.39,77.13,10.99
2018,164,16.15,21.41,11.37,10.04,5.87,81.69,1.22,3.14,77.08,11.95
2018,165,15.42,18.0,12.89,5.11,12.39,85.22,2.09,4.16,77.12,12.01
2018,166,15.54,20.96,10.51,10.45,15.4,81.2,1.23,2.18,77.1,11.39
2018,167,17.48,24.0,12.5,11.5,2.41,71.69,1.62,3.0,77.1,11.09
2018,168,17.78,24.96,11.33,13.63,0.55,68.56,1.54,3.07,77.06,10.66
2018,169,17.36,22.73,12.13,10.6,2.44,70.32,1.14,2.33,76.97,11.02
2018,170,17.26,23.25,12.41,10.84,1.6,72.25,1.33,3.19,76.99,11.18
2018,171,17.19,23.22,12.62,10.6,1.13,72.11,1.88,4.4,77.11,10.97
2018,172,16.78,22.75,11.44,11.31,0.56,69.85,1.68,3.91,77.18,10.38
2018,173,16.5,22.93,9.66,13.27,0.65,69.75,1.14,2.81,77.15,10.2
2018,174,16.22,21.21,12.28,8.93,2.25,76.06,1.6,3.04,77.04,11.08
2018,175,15.63,20.27,11.68,8.59,10.36,79.95,0.73,1.43,76.97,11.3
2018,176,16.22,20.67,11.62,9.05,5.47,77.48,0.82,1.54,76.95,11.29
2018,177,16.61,22.11,12.94,9.17,9.92,76.71,1.08,2.07,76.95,11.45
2018,178,16.93,22.74,12.47,10.27,10.69,75.56,1.6,3.35,76.94,11.42
2018,179,16.69,22.6,11.68,10.92,3.31,77.46,1.14,2.61,76.92,11.59
2018,180,15.54,19.96,12.27,7.69,17.92,82.47,1.82,3.12,76.89,11.65
2018,181,15.85,20.75,10.47,10.28,20.68,74.92,0.86,2.08,76.9,10.7
2018,182,15.77,19.73,11.31,8.42,1.8,78.42,0.94,2.73,76.93,11.25
2018,183,16.87,22.77,11.0,11.77,1.89,74.92,1.14,2.31,76.92,11.29
2018,184,17.11,22.47,11.39,11.08,4.31,74.0,1.27,2.71,76.94,11.43
2018,185,16.72,22.72,10.5,12.22,5.87,78.01,1.17,2.89,76.96,11.77
2018,186,16.29,20.77,12.82,7.95,2.49,81.21,1.96,4.2,77.0,11.95
2018,187,15.44,20.75,11.8,8.95,6.18,80.27,2.44,3.94,77.07,11.14
2018,188,15.31,20.43,11.59,8.84,6.55,82.73,1.57,2.97,77.07,11.45
2018,189,15.29,20.02,11.15,8.87,2.4,82.44,1.8,3.37,77.05,11.41
2018,190,16.02,21.77,12.11,9.66,4.03,78.28,1.61,3.43,77.07,11.25
2018,191,14.2,17.05,11.52,5.53,12.95,87.48,1.75,2.95,77.08,11.44
2018,192,14.29,18.36,11.15,7.21,6.17,86.17,1.56,2.91,77.09,11.27
2018,193,15.02,19.73,11.72,8.01,9.11,83.77,1.47,2.79,77.11,11.4
2018,194,15.42,20.63,11.28,9.35,6.02,83.08,1.57,2.85,77.07,11.57
2018,195,16.15,20.55,12.27,8.28,5.29,80.68,1.32,2.49,77.02,11.78
2018,196,15.83,20.63,11.52,9.11,5.89,83.11,0.87,2.2,77.02,11.97
2018,197,16.19,21.35,12.0,9.35,10.76,83.22,1.25,2.85,77.06,12.19
2018,198,15.12,18.92,12.98,5.94,12.94,85.71,1.99,3.53,77.1,11.83
2018,199,15.16,19.97,12.05,7.92,17.6,84.67,1.34,2.02,77.07,11.68
2018,200,16.41,21.97,11.51,10.46,8.32,81.43,0.94,2.68,77.01,12.05
2018,201,15.92,20.13,13.35,6.78,11.63,83.68,1.99,3.78,77.03,12.11
2018,202,16.1,20.74,12.42,8.32,14.89,83.8,1.24,2.81,77.05,12.26
2018,203,16.1,20.73,12.59,8.14,4.36,83.45,1.45,3.32,77.08,12.18
2018,204,16.2,21.8,11.5,10.3,3.09,81.97,1.05,3.0,77.03,11.98
2018,205,15.37,19.46,12.49,6.97,8.79,85.15,2.26,3.36,77.04,11.94
2018,206,15.06,19.67,11.33,8.34,2.98,82.91,1.67,3.11,77.05,11.37
2018,207,16.17,21.47,11.57,9.9,4.98,80.65,1.34,2.85,77.09,11.77
2018,208,16.57,22.15,11.47,10.68,3.13,79.2,1.44,2.88,77.15,11.8
2018,209,15.69,21.27,11.07,10.2,14.16,83.51,0.85,2.24,77.11,11.87
2018,210,15.2,19.98,11.28,8.7,10.4,85.2,1.86,3.74,77.1,11.77
2018,211,15.79,20.43,11.36,9.07,3.82,76.77,0.87,1.55,77.06,10.97
2018,212,15.99,20.79,12.48,8.31,2.86,77.94,1.25,2.7,77.03,11.37
2018,213,15.89,21.41,11.78,9.63,7.06,81.81,1.12,2.32,77.04,11.84
2018,214,16.68,21.74,11.48,10.26,4.24,73.64,1.04,2.15,77.08,11.2
2018,215,16.48,20.54,12.28,8.26,9.56,78.41,1.12,2.25,77.02,11.85
2018,216,15.67,20.44,12.47,7.97,4.81,82.84,1.75,3.91,77.08,11.8
2018,217,15.15,19.03,12.52,6.51,10.4,83.86,1.93,3.84,77.16,11.55
2018,218,15.34,19.71,11.66,8.05,2.28,84.28,1.06,2.57,77.12,11.77
2018,219,16.01,20.75,12.2,8.55,3.47,82.37,1.55,3.04,77.08,11.96
2018,220,14.53,17.88,11.79,6.09,4.74,84.85,2.16,3.75,77.12,11.28
2018,221,15.04,19.98,10.55,9.43,0.67,79.38,1.86,2.72,77.13,10.81
2018,222,15.02,19.48,10.9,8.58,0.75,84.44,1.24,2.87,77.12,11.53
2018,223,16.17,21.62,11.18,10.44,0.21,80.41,1.25,2.24,77.11,11.71
2018,224,16.1,21.86,9.57,12.29,0.18,76.58,0.92,1.56,77.17,11.02
2018,225,14.36,17.86,11.43,6.43,2.31,86.18,2.22,3.63,77.13,11.34
2018,226,14.85,19.17,11.82,7.35,19.5,87.57,1.66,3.19,77.1,11.93
2018,227,14.82,18.91,11.84,7.07,9.5,85.76,1.67,4.54,77.09,11.62
2018,228,15.06,19.69,11.22,8.47,27.42,86.64,1.26,2.35,77.07,11.91
2018,229,15.23,19.91,11.99,7.92,16.86,85.4,0.76,2.12,77.03,11.84
2018,230,14.83,18.4,12.38,6.02,26.89,86.49,2.12,4.93,76.95,11.76
2018,231,15.49,20.27,11.29,8.98,8.5,82.88,0.83,1.58,76.98,11.68
2018,232,15.62,19.02,12.05,6.97,40.85,83.36,0.65,1.31,77.01,11.91
2018,233,15.42,18.51,12.26,6.25,27.73,86.65,1.04,2.74,77.02,12.32
2018,234,15.32,19.98,11.23,8.75,10.21,84.58,1.23,2.9,77.03,11.84
2018,235,15.29,19.23,11.58,7.65,26.34,84.0,0.9,1.91,77.0,11.83
2018,236,15.51,20.95,10.49,10.46,7.69,85.43,1.01,1.96,76.99,12.07
2018,237,15.42,19.94,11.11,8.83,4.55,85.97,0.98,2.84,77.05,12.13
2018,238,15.67,19.88,11.55,8.33,13.4,86.61,0.78,1.66,76.96,12.46
2018,239,14.85,18.08,11.3,6.78,15.13,86.6,1.42,3.09,76.95,11.86
2018,240,15.54,21.48,10.01,11.47,4.54,84.94,1.18,2.36,76.93,12.15
2018,241,15.1,19.92,11.94,7.98,2.47,86.4,2.15,4.63,76.93,11.94
2018,242,14.97,18.83,11.91,6.92,7.01,87.33,1.35,2.61,76.91,12.01
2018,243,15.48,19.64,12.48,7.16,7.18,87.49,1.13,2.03,76.9,12.41
2018,244,16.39,21.3,12.36,8.94,9.49,84.59,0.81,1.95,76.9,12.67
2018,245,16.4,21.54,11.97,9.57,0.84,82.24,1.1,2.26,76.9,12.29
2018,246,16.04,21.55,11.25,10.3,4.22,81.76,1.17,2.29,76.84,11.94
2018,247,15.2,20.72,11.53,9.19,13.98,85.82,1.37,2.67,76.97,11.91
2018,248,14.72,20.91,9.87,11.04,2.23,82.21,1.76,3.61,77.09,11.0
2018,249,14.65,20.74,9.78,10.96,0.59,83.55,1.91,3.52,77.04,11.15
2018,250,14.87,21.11,10.11,11.0,0.8,81.65,2.02,3.7,77.0,10.97
2018,251,14.62,20.07,10.42,9.65,2.29,83.27,1.34,2.88,77.05,11.1
2018,252,15.62,20.83,11.04,9.79,0.48,78.01,1.33,2.55,77.08,11.06
2018,253,15.91,20.87,11.54,9.33,1.46,77.09,1.04,2.05,77.07,11.17
2018,254,15.2,19.79,11.8,7.99,3.97,83.1,1.76,3.31,77.04,11.57
2018,255,15.15,20.0,10.93,9.07,2.87,83.59,1.32,2.23,77.06,11.57
2018,256,15.78,21.16,11.94,9.22,8.91,82.36,1.18,2.6,77.02,11.86
2018,257,15.38,21.3,10.14,11.16,2.24,82.34,1.22,2.53,77.0,11.56
2018,258,14.79,20.19,9.37,10.82,0.87,83.68,1.67,3.39,77.04,11.27
2018,259,15.18,20.37,11.01,9.36,1.21,81.68,1.42,2.79,77.05,11.28
2018,260,14.97,21.3,9.51,11.79,0.32,80.12,1.69,2.91,76.97,10.92
2018,261,14.43,20.29,10.04,10.25,0.01,81.79,1.7,3.17,76.99,10.75
2018,262,14.8,21.38,9.55,11.83,0.0,75.16,1.96,3.51,77.06,10.11
2018,263,14.72,21.29,8.51,12.78,0.0,77.63,2.01,3.55,77.0,10.35
2018,264,14.24,19.14,10.04,9.1,0.0,79.66,1.91,3.33,76.98,10.39
2018,265,14.74,21.12,10.0,11.12,0.0,75.18,2.3,4.28,77.04,9.94
2018,266,14.26,21.16,9.09,12.07,0.0,71.33,3.04,5.98,77.08,9.0
2018,267,13.58,21.17,6.41,14.76,0.0,67.99,2.52,4.75,77.07,8.17
2018,268,14.31,21.1,7.98,13.12,0.06,68.92,2.06,3.6,77.07,9.05
2018,269,14.33,20.36,8.21,12.15,0.1,74.03,1.65,2.9,77.05,9.69
2018,270,15.04,20.98,10.48,10.5,0.18,75.98,1.81,3.4,77.06,10.38
2018,271,14.45,21.87,8.69,13.18,0.0,70.53,2.8,5.45,77.0,9.05
2018,272,13.83,21.68,7.23,14.45,0.0,66.13,2.67,5.03,76.99,8.11
2018,273,14.43,21.23,8.56,12.67,0.32,73.92,2.28,4.24,77.02,9.64
2018,274,15.04,21.72,9.94,11.78,0.67,76.25,2.19,4.28,76.99,10.22
2018,275,14.19,21.84,7.86,13.98,0.07,75.03,2.5,4.42,77.01,9.5
2018,276,14.39,22.14,8.59,13.55,0.3,73.98,2.44,4.1,77.05,9.56
2018,277,14.35,22.31,7.81,14.5,0.52,70.51,2.6,4.85,77.12,9.05
2018,278,14.5,23.02,7.17,15.85,0.0,63.57,2.28,4.63,77.14,8.09
2018,279,14.92,23.26,7.35,15.91,0.0,62.09,1.82,3.55,77.08,8.21
2018,280,15.84,23.06,8.39,14.67,0.12,64.37,1.46,2.84,77.02,9.17
2018,281,15.92,23.21,9.74,13.47,0.02,63.77,1.94,3.95,76.97,8.92
2018,282,15.3,22.15,8.4,13.75,0.0,68.48,1.89,3.75,76.94,9.48
2018,283,15.19,22.66,8.22,14.44,0.0,66.56,2.57,4.81,76.95,9.1
2018,284,15.05,23.43,7.85,15.58,0.0,65.09,2.36,4.41,77.02,8.62
2018,285,15.05,23.6,7.77,15.83,0.0,57.32,2.03,3.97,77.02,7.47
2018,286,15.11,23.55,7.94,15.61,0.01,59.38,2.23,4.31,77.01,7.94
2018,287,15.69,22.44,8.49,13.95,1.21,68.7,1.61,3.16,77.02,9.85
2018,288,16.15,22.08,11.79,10.29,2.92,79.12,1.72,2.9,77.0,11.59
2018,289,15.17,19.55,11.64,7.91,4.95,81.99,1.23,2.39,77.08,11.3
2018,290,15.97,22.81,10.35,12.46,1.62,77.83,1.79,3.22,76.97,11.12
2018,291,15.88,22.17,11.98,10.19,0.69,79.62,2.23,3.67,76.91,11.31
2018,292,15.11,20.58,11.73,8.85,3.9,84.54,2.61,3.96,76.97,11.61
2018,293,15.37,22.58,10.22,12.36,0.51,73.52,2.59,4.03,77.08,9.87
